,.,ADJ,ADP,ADV,CONJ,DET,NOUN,NUM,PRON,PRT,VERB,X
"('then', 'ADV')",0.0,0.0,0.0,0.008287293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('sneaked', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('back', 'ADV')",0.0,0.00019286403,0.0,0.00394633,0.0,0.0,8.525149e-05,0.0,0.0,0.0023464998,9.121591e-05,0.0
"('into', 'ADP')",0.0,0.0,0.009611784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('it', 'PRON')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17550275,0.0,0.0,0.0
"('.', '.')",0.32801604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Mrs.', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0019607844,0.0,0.0,0.0,0.0,0.0
"('Ward', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00042625747,0.0,0.0,0.0,0.0,0.0
"('resolved', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('*-1', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1669471
"('to', 'PRT')",0.0,0.0,0.00024965673,0.0,0.0,0.0,0.0,0.0,0.0,0.6738365,0.0,0.0
"('clean', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('out', 'PRT')",0.0,0.0,0.003120709,0.00078926596,0.0,0.0,0.0,0.0,0.0,0.014470082,0.0,0.0
"('``', '.')",0.059053455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('deadwood', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(""''"", '.')",0.05778576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('in', 'ADP')",0.0,0.0,0.15665959,0.00078926596,0.0,0.0,4.2625747e-05,0.0,0.0,0.0043019163,0.0,0.0
"('the', 'DET')",0.0,0.00096432015,0.0,0.0,0.0,0.45954737,0.0,0.0,0.0,0.0,0.0,0.0
"('school', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00080988917,0.0,0.0,0.0,0.0,0.0
"(""'s"", 'PRT')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23308565,0.007844568,0.0
"('faculty', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,4.2625747e-05,0.0,0.0,0.0,0.0,0.0
"('and', 'CONJ')",0.0,0.00057859207,0.00012482837,0.0,0.6632488,0.0,8.525149e-05,0.0,0.0,0.0,0.0,0.0
"('restore', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018243182,0.0
"('safety', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00068201195,0.0,0.0,0.0,0.0,0.0
"(',', '.')",0.4182337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('and', 'CONJ')",0.0,0.00057859207,0.00012482837,0.0,0.6632488,0.0,8.525149e-05,0.0,0.0,0.0,0.0,0.0
"('she', 'PRON')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026051188,0.0,0.0,0.0
"('also', 'ADV')",0.0,0.0,0.0,0.04893449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('had', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0120405,0.0
"('some', 'DET')",0.0,0.0,0.0,0.0,0.0,0.0145686,0.0,0.0,0.0,0.0,0.0,0.0
"('new', 'ADJ')",0.0,0.022372227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('factors', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00012787724,0.0,0.0,0.0,0.0,0.0
"('working', 'VERB')",0.0,0.00019286403,0.0,0.0,0.0,0.0,0.00012787724,0.0,0.0,0.0,0.0006385114,0.0
"('in', 'ADP')",0.0,0.0,0.15665959,0.00078926596,0.0,0.0,4.2625747e-05,0.0,0.0,0.0043019163,0.0,0.0
"('her', 'PRON')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017824497,0.0,0.0,0.0
"('behalf', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,4.2625747e-05,0.0,0.0,0.0,0.0,0.0
"('.', '.')",0.32801604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('For', 'ADP')",0.0,0.0,0.0037448509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('an', 'DET')",0.0,0.0,0.0,0.0,0.0,0.03507779,0.0,0.0,0.0,0.0,0.0,0.0
"('American', 'ADJ')",0.0,0.0044358727,0.0,0.0,0.0,0.0,0.0013640239,0.0,0.0,0.0,0.0,0.0
"('reader', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,8.525149e-05,0.0,0.0,0.0,0.0,0.0
"(',', '.')",0.4182337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('part', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0013640239,0.0,0.0,0.0,0.0,0.0
"('of', 'ADP')",0.0,0.0,0.23430283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('the', 'DET')",0.0,0.00096432015,0.0,0.0,0.0,0.45954737,0.0,0.0,0.0,0.0,0.0,0.0
"('charm', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('of', 'ADP')",0.0,0.0,0.23430283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('this', 'DET')",0.0,0.0,0.0,0.0,0.0,0.021216407,0.0,0.0,0.0,0.0,0.0,0.0
"('engaging', 'ADJ')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.121591e-05,0.0
"('novel', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00012787724,0.0,0.0,0.0,0.0,0.0
"('should', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027364772,0.0
"('come', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017331023,0.0
"('in', 'ADP')",0.0,0.0,0.15665959,0.00078926596,0.0,0.0,4.2625747e-05,0.0,0.0,0.0043019163,0.0,0.0
"('*', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14713031
"('recognizing', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('that', 'ADP')",0.0,0.0,0.052677568,0.00078926596,0.0,0.033380482,0.0,0.0,0.0,0.0,0.0,0.0
"('Japan', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0027706735,0.0,0.0,0.0,0.0,0.0
"('is', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04971267,0.0
"(""n't"", 'ADV')",0.0,0.0,0.0,0.10536701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('the', 'DET')",0.0,0.00096432015,0.0,0.0,0.0,0.45954737,0.0,0.0,0.0,0.0,0.0,0.0
"('buttoned-down', 'ADJ')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('society', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,4.2625747e-05,0.0,0.0,0.0,0.0,0.0
"('of', 'ADP')",0.0,0.0,0.23430283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('contemporary', 'ADJ')",0.0,0.00057859207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('American', 'ADJ')",0.0,0.0044358727,0.0,0.0,0.0,0.0,0.0013640239,0.0,0.0,0.0,0.0,0.0
"('lore', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('.', '.')",0.32801604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('California', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0008951407,0.0,0.0,0.0,0.0,0.0
"('led', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010945909,0.0
"('the', 'DET')",0.0,0.00096432015,0.0,0.0,0.0,0.45954737,0.0,0.0,0.0,0.0,0.0,0.0
"('nation', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0007672634,0.0,0.0,0.0,0.0,0.0
"('with', 'ADP')",0.0,0.0,0.03894645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('$', '.')",0.06232833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('6.5', 'NUM')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003436426,0.0,0.0,0.0,0.0
"('billion', 'NUM')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045017183,0.0,0.0,0.0,0.0
"('*U*', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11422696
"('in', 'ADP')",0.0,0.0,0.15665959,0.00078926596,0.0,0.0,4.2625747e-05,0.0,0.0,0.0043019163,0.0,0.0
"('net', 'ADJ')",0.0,0.005207329,0.0,0.0,0.0,0.0,0.00051150896,0.0,0.0,0.0,0.0,0.0
"('cash', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0014492754,0.0,0.0,0.0,0.0,0.0
"('income', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0014919011,0.0,0.0,0.0,0.0,0.0
"('last', 'ADJ')",0.0,0.013307618,0.0,0.00039463298,0.0,0.0,4.2625747e-05,0.0,0.0,0.0,0.00018243182,0.0
"('year', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.007246377,0.0,0.0,0.0,0.0,0.0
"(',', '.')",0.4182337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('followed', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001003375,0.0
"('by', 'ADP')",0.0,0.0,0.043939583,0.00039463298,0.0,0.0,0.0,0.0,0.0,0.0003910833,0.0,0.0
"('Texas', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00051150896,0.0,0.0,0.0,0.0,0.0
"(',', '.')",0.4182337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('$', '.')",0.06232833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('3.9', 'NUM')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003436426,0.0,0.0,0.0,0.0
"('billion', 'NUM')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045017183,0.0,0.0,0.0,0.0
"('*U*', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11422696
"(';', '.')",0.014261568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Iowa', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00025575448,0.0,0.0,0.0,0.0,0.0
"(',', '.')",0.4182337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('$', '.')",0.06232833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('3.4', 'NUM')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('billion', 'NUM')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045017183,0.0,0.0,0.0,0.0
"('*U*', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11422696
"(';', '.')",0.014261568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Florida', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,4.2625747e-05,0.0,0.0,0.0,0.0,0.0
"(',', '.')",0.4182337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('$', '.')",0.06232833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('3.1', 'NUM')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006872852,0.0,0.0,0.0,0.0
"('billion', 'NUM')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045017183,0.0,0.0,0.0,0.0
"('*U*', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11422696
"(';', '.')",0.014261568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('and', 'CONJ')",0.0,0.00057859207,0.00012482837,0.0,0.6632488,0.0,8.525149e-05,0.0,0.0,0.0,0.0,0.0
"('Minnesota', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(',', '.')",0.4182337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('$', '.')",0.06232833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('2.7', 'NUM')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006872852,0.0,0.0,0.0,0.0
"('billion', 'NUM')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045017183,0.0,0.0,0.0,0.0
"('*U*', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11422696
"('.', '.')",0.32801604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('In', 'ADP')",0.0,0.0,0.020347023,0.0,0.0,0.0,8.525149e-05,0.0,0.0,0.0,0.0,0.0
"('addition', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00068201195,0.0,0.0,0.0,0.0,0.0
"(',', '.')",0.4182337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('the', 'DET')",0.0,0.00096432015,0.0,0.0,0.0,0.45954737,0.0,0.0,0.0,0.0,0.0,0.0
"('Apple', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00012787724,0.0,0.0,0.0,0.0,0.0
"('II', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0006393862,0.0,0.0,0.0,0.0,0.0
"('was', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027273556,0.0
"('an', 'DET')",0.0,0.0,0.0,0.0,0.0,0.03507779,0.0,0.0,0.0,0.0,0.0,0.0
"('affordable', 'ADJ')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('$', '.')",0.06232833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('1,298', 'NUM')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('*U*', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11422696
"('.', '.')",0.32801604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('*-1', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1669471
"('The', 'DET')",0.0,0.0,0.0,0.0,0.0,0.079915136,0.00017050299,0.0,0.0,0.0,0.0,0.0
"('son', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,4.2625747e-05,0.0,0.0,0.0,0.0,0.0
"('of', 'ADP')",0.0,0.0,0.23430283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('a', 'DET')",0.0,0.00038572805,0.00012482837,0.0,0.0,0.21980198,0.0,0.0,0.0,0.0,0.0,0.00018695083
"('physicist', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,4.2625747e-05,0.0,0.0,0.0,0.0,0.0
"(',', '.')",0.4182337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Mr.', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.013043478,0.0,0.0,0.0,0.0,0.0
"('Hahn', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0006393862,0.0,0.0,0.0,0.0,0.0
"('skipped', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('first', 'ADJ')",0.0,0.010028929,0.0,0.002762431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('grade', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,4.2625747e-05,0.0,0.0,0.0,0.0,0.0
"('because', 'ADP')",0.0,0.0,0.011234553,0.00039463298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('his', 'PRON')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04204753,0.0,0.0,0.0
"('reading', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0003836317,0.0,0.0,0.0,9.121591e-05,0.0
"('ability', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00042625747,0.0,0.0,0.0,0.0,0.0
"('was', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027273556,0.0
"('so', 'ADV')",0.0,0.0,0.0014979403,0.014601421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('far', 'ADV')",0.0,0.00057859207,0.00012482837,0.008287293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('above', 'ADP')",0.0,0.00019286403,0.0016227687,0.00078926596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('his', 'PRON')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04204753,0.0,0.0,0.0
"('classmates', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('.', '.')",0.32801604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('``', '.')",0.059053455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('But', 'CONJ')",0.0,0.0,0.0,0.0,0.06907717,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('you', 'PRON')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024680072,0.0,0.0,0.0
"('have', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022439113,0.0
"('*-1', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1669471
"('to', 'PRT')",0.0,0.0,0.00024965673,0.0,0.0,0.0,0.0,0.0,0.0,0.6738365,0.0,0.0
"('recognize', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018243182,0.0
"('that', 'ADP')",0.0,0.0,0.052677568,0.00078926596,0.0,0.033380482,0.0,0.0,0.0,0.0,0.0,0.0
"('these', 'DET')",0.0,0.0,0.0,0.0,0.0,0.0067892503,0.0,0.0,0.0,0.0,0.0,0.0
"('events', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,8.525149e-05,0.0,0.0,0.0,0.0,0.0
"('took', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017331023,0.0
"('place', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00042625747,0.0,0.0,0.0,0.0,0.0
"('35', 'NUM')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017182131,0.0,0.0,0.0,0.0
"('years', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0038363172,0.0,0.0,0.0,0.0,0.0
"('ago', 'ADP')",0.0,0.0,0.002122082,0.005130229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('.', '.')",0.32801604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Bramalea', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('said', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046337683,0.0
"('0', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16526453
"('it', 'PRON')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17550275,0.0,0.0,0.0
"('expects', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013682386,0.0
"('*-1', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1669471
"('to', 'PRT')",0.0,0.0,0.00024965673,0.0,0.0,0.0,0.0,0.0,0.0,0.6738365,0.0,0.0
"('complete', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00036486363,0.0
"('the', 'DET')",0.0,0.00096432015,0.0,0.0,0.0,0.45954737,0.0,0.0,0.0,0.0,0.0,0.0
"('issue', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0018755328,0.0,0.0,0.0,0.00045607955,0.0
"('by', 'ADP')",0.0,0.0,0.043939583,0.00039463298,0.0,0.0,0.0,0.0,0.0,0.0003910833,0.0,0.0
"('the', 'DET')",0.0,0.00096432015,0.0,0.0,0.0,0.45954737,0.0,0.0,0.0,0.0,0.0,0.0
"('end', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0007672634,0.0,0.0,0.0,0.00036486363,0.0
"('of', 'ADP')",0.0,0.0,0.23430283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('the', 'DET')",0.0,0.00096432015,0.0,0.0,0.0,0.45954737,0.0,0.0,0.0,0.0,0.0,0.0
"('month', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0016197783,0.0,0.0,0.0,0.0,0.0
"('.', '.')",0.32801604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('So', 'ADV')",0.0,0.0,0.0012482837,0.00394633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('did', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045607956,0.0
"('*?*', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006543279
"('*T*-1', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122078896
"('the', 'DET')",0.0,0.00096432015,0.0,0.0,0.0,0.45954737,0.0,0.0,0.0,0.0,0.0,0.0
"('Federal', 'NOUN')",0.0,0.00019286403,0.0,0.0,0.0,0.0,0.0006393862,0.0,0.0,0.0,0.0,0.0
"('Reserve', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00021312873,0.0,0.0,0.0,0.0,0.0
"('Board', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0011082694,0.0,0.0,0.0,0.0,0.0
"(""'s"", 'PRT')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23308565,0.007844568,0.0
"('industrial-production', 'ADJ')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('index', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0022591646,0.0,0.0,0.0,0.0,0.0
"('.', '.')",0.32801604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('Ralston', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00021312873,0.0,0.0,0.0,0.0,0.0
"('said', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046337683,0.0
"('0', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16526453
"('its', 'PRON')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12157221,0.0,0.0,0.0
"('Eveready', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('battery', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,4.2625747e-05,0.0,0.0,0.0,0.0,0.0
"('unit', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0010656436,0.0,0.0,0.0,0.0,0.0
"('was', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027273556,0.0
"('hurt', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00054729544,0.0
"('*-1', 'X')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1669471
"('by', 'ADP')",0.0,0.0,0.043939583,0.00039463298,0.0,0.0,0.0,0.0,0.0,0.0003910833,0.0,0.0
"('continuing', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00082094315,0.0
"('economic', 'ADJ')",0.0,0.006750241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('problems', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00080988917,0.0,0.0,0.0,0.0,0.0
"('in', 'ADP')",0.0,0.0,0.15665959,0.00078926596,0.0,0.0,4.2625747e-05,0.0,0.0,0.0043019163,0.0,0.0
"('South', 'NOUN')",0.0,0.00019286403,0.0,0.0,0.0,0.0,0.0014066496,0.0,0.0,0.0,0.0,0.0
"('America', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.0006393862,0.0,0.0,0.0,0.0,0.0
"('.', '.')",0.32801604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('The', 'DET')",0.0,0.0,0.0,0.0,0.0,0.079915136,0.00017050299,0.0,0.0,0.0,0.0,0.0
"('bulk', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,8.525149e-05,0.0,0.0,0.0,0.0,0.0
"('of', 'ADP')",0.0,0.0,0.23430283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"('the', 'DET')",0.0,0.00096432015,0.0,0.0,0.0,0.45954737,0.0,0.0,0.0,0.0,0.0,0.0
"('pretax', 'NOUN')",0.0,0.0007714561,0.0,0.0,0.0,0.0,0.00025575448,0.0,0.0,0.0,0.0,0.0
"('charge', 'NOUN')",0.0,0.0,0.0,0.0,0.0,0.0,0.00085251493,0.0,0.0,0.0,0.00027364772,0.0
"('is', 'VERB')",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04971267,0.0
"('a', 'DET')",0.0,0.00038572805,0.00012482837,0.0,0.0,0.21980198,0.0,0.0,0.0,0.0,0.0,0.00018695083
